Dust emission from Draine & Li (2007): ApJ 657, 810-837
==========================================================
         1 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.000E-07 5.500E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 7.000E-01 1.000E+06 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 9.921E+00 = <U> 
     mmp83 = radfield
 4.428E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  1.729E-26  5.825E-19 COBE-DIRBE
2.220E+00  2.191E-26  1.290E-18 COBE-DIRBE
3.530E+00  1.907E-25  1.786E-17 COBE-DIRBE
4.880E+00  3.941E-25  5.102E-17 COBE-DIRBE
1.229E+01  5.248E-24  1.711E-15 COBE-DIRBE
2.079E+01  1.182E-23  6.520E-15 COBE-DIRBE
5.599E+01  1.954E-23  2.902E-14 COBE-DIRBE
9.770E+01  1.245E-23  3.226E-14 COBE-DIRBE
1.479E+02  7.240E-24  2.840E-14 COBE-DIRBE
2.479E+02  2.067E-24  1.359E-14 COBE-DIRBE
1.200E+01  4.881E-24  1.554E-15 IRAS
2.500E+01  1.493E-23  9.900E-15 IRAS
6.000E+01  1.891E-23  3.009E-14 IRAS
1.000E+02  1.212E-23  3.215E-14 IRAS
3.550E+00  2.147E-25  2.022E-17 SST-IRAC
4.493E+00  2.632E-25  3.137E-17 SST-IRAC
5.731E+00  1.345E-24  2.044E-16 SST-IRAC
7.872E+00  4.292E-24  8.962E-16 SST-IRAC
2.368E+01  1.409E-23  8.853E-15 SST-MIPS
7.142E+01  1.484E-23  2.811E-14 SST-MIPS
1.559E+02  6.158E-24  2.547E-14 SST-MIPS
1.600E+01  7.232E-24  3.069E-15 SST-IRSPU
2.200E+01  1.369E-23  7.987E-15 SST-IRSPU
7.500E+01  1.281E-23  2.549E-14 Herschel-PACS
1.100E+02  8.716E-24  2.543E-14 Herschel-PACS
1.700E+02  4.686E-24  2.113E-14 Herschel-PACS
2.500E+02  1.753E-24  1.163E-14 Herschel-SPIRE
3.600E+02  4.943E-25  4.720E-15 Herschel-SPIRE
5.200E+02  1.218E-25  1.680E-15 Herschel-SPIRE
2.400E+00  2.839E-26  1.807E-18 Akari IRC NIR N2
3.200E+00  1.379E-25  1.171E-17 Akari IRC NIR N3
4.100E+00  2.523E-25  2.744E-17 Akari IRC NIR N4
7.000E+00  4.184E-24  7.769E-16 Akari IRC MIR-S S7
9.000E+00  4.296E-24  1.026E-15 Akari IRC MIR-S S9W
1.100E+01  4.604E-24  1.343E-15 Akari IRC MIR-S S11
1.500E+01  7.641E-24  3.040E-15 Akari IRC MIR-L L15
1.800E+01  1.043E-23  4.980E-15 Akari IRC MIR-L L18W
2.400E+01  1.377E-23  8.768E-15 Akari IRC MIR-L L24
