Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         4 = grain model
 4.000E-08 4.000E-01 2.250E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 7.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 4.000E-01 1.000E+04 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 4.051E+00 = <U> 
     mmp83 = radfield
 1.805E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  3.735E-26  1.258E-18 COBE-DIRBE
2.220E+00  4.719E-26  2.779E-18 COBE-DIRBE
3.530E+00  3.163E-25  2.961E-17 COBE-DIRBE
4.880E+00  1.468E-25  1.901E-17 COBE-DIRBE
1.229E+01  1.517E-24  4.945E-16 COBE-DIRBE
2.079E+01  2.098E-24  1.157E-15 COBE-DIRBE
5.599E+01  8.977E-24  1.333E-14 COBE-DIRBE
9.770E+01  7.001E-24  1.814E-14 COBE-DIRBE
1.479E+02  4.582E-24  1.797E-14 COBE-DIRBE
2.479E+02  1.476E-24  9.706E-15 COBE-DIRBE
1.200E+01  1.555E-24  4.948E-16 IRAS
2.500E+01  2.845E-24  1.887E-15 IRAS
6.000E+01  8.817E-24  1.403E-14 IRAS
1.000E+02  6.873E-24  1.823E-14 IRAS
3.550E+00  3.681E-25  3.466E-17 SST-IRAC
4.493E+00  1.021E-25  1.217E-17 SST-IRAC
5.731E+00  8.894E-25  1.352E-16 SST-IRAC
7.872E+00  2.166E-24  4.522E-16 SST-IRAC
2.368E+01  2.509E-24  1.576E-15 SST-MIPS
7.142E+01  7.614E-24  1.442E-14 SST-MIPS
1.559E+02  3.987E-24  1.649E-14 SST-MIPS
1.600E+01  1.443E-24  6.126E-16 SST-IRSPU
2.200E+01  2.394E-24  1.397E-15 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  5.493E-31  1.457E-19
9.908E+03  5.694E-31  1.497E-19
9.817E+03  5.902E-31  1.537E-19
9.727E+03  6.118E-31  1.579E-19
9.638E+03  6.341E-31  1.621E-19
9.550E+03  6.573E-31  1.665E-19
9.462E+03  6.813E-31  1.710E-19
9.376E+03  7.062E-31  1.756E-19
9.290E+03  7.320E-31  1.804E-19
9.204E+03  7.588E-31  1.853E-19
9.120E+03  7.865E-31  1.903E-19
9.036E+03  8.153E-31  1.954E-19
8.954E+03  8.450E-31  2.007E-19
8.872E+03  8.757E-31  2.061E-19
8.790E+03  9.076E-31  2.116E-19
8.710E+03  9.406E-31  2.173E-19
8.630E+03  9.749E-31  2.232E-19
8.551E+03  1.010E-30  2.292E-19
8.472E+03  1.047E-30  2.353E-19
8.395E+03  1.085E-30  2.417E-19
8.318E+03  1.125E-30  2.482E-19
8.241E+03  1.166E-30  2.549E-19
