Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         2 = grain model
 4.000E-08 4.000E-01 7.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 2.000E-01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.704E+00 = <U> 
     mmp83 = radfield
 7.548E-24 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  6.970E-27  2.348E-19 COBE-DIRBE
2.220E+00  8.680E-27  5.112E-19 COBE-DIRBE
3.530E+00  5.690E-26  5.328E-18 COBE-DIRBE
4.880E+00  2.626E-26  3.399E-18 COBE-DIRBE
1.229E+01  3.331E-25  1.086E-16 COBE-DIRBE
2.079E+01  4.808E-25  2.651E-16 COBE-DIRBE
5.599E+01  3.851E-24  5.720E-15 COBE-DIRBE
9.770E+01  3.767E-24  9.763E-15 COBE-DIRBE
1.479E+02  2.766E-24  1.085E-14 COBE-DIRBE
2.479E+02  1.016E-24  6.679E-15 COBE-DIRBE
1.200E+01  3.228E-25  1.028E-16 IRAS
2.500E+01  6.285E-25  4.168E-16 IRAS
6.000E+01  3.875E-24  6.167E-15 IRAS
1.000E+02  3.729E-24  9.892E-15 IRAS
3.550E+00  6.621E-26  6.234E-18 SST-IRAC
4.493E+00  1.830E-26  2.181E-18 SST-IRAC
5.731E+00  1.598E-25  2.430E-17 SST-IRAC
7.872E+00  4.038E-25  8.432E-17 SST-IRAC
2.368E+01  5.330E-25  3.348E-16 SST-MIPS
7.142E+01  3.696E-24  7.002E-15 SST-MIPS
1.559E+02  2.461E-24  1.018E-14 SST-MIPS
1.600E+01  3.611E-25  1.533E-16 SST-IRSPU
2.200E+01  5.214E-25  3.043E-16 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  4.939E-31  1.310E-19
9.908E+03  5.119E-31  1.346E-19
9.817E+03  5.306E-31  1.382E-19
9.727E+03  5.500E-31  1.419E-19
9.638E+03  5.701E-31  1.458E-19
9.550E+03  5.910E-31  1.497E-19
9.462E+03  6.126E-31  1.538E-19
9.376E+03  6.350E-31  1.579E-19
9.290E+03  6.582E-31  1.622E-19
9.204E+03  6.823E-31  1.666E-19
9.120E+03  7.072E-31  1.711E-19
9.036E+03  7.331E-31  1.757E-19
8.954E+03  7.598E-31  1.804E-19
8.872E+03  7.874E-31  1.853E-19
8.790E+03  8.160E-31  1.903E-19
8.710E+03  8.458E-31  1.954E-19
8.630E+03  8.766E-31  2.007E-19
8.551E+03  9.085E-31  2.061E-19
8.472E+03  9.416E-31  2.116E-19
8.395E+03  9.760E-31  2.173E-19
8.318E+03  1.012E-30  2.232E-19
8.241E+03  1.049E-30  2.292E-19
8.166E+03  1.087E-30  2.354E-19
