Dust emission from Draine & Li (2007): ApJ 657, 810-837
==========================================================
         6 = grain model
 4.000E-08 4.000E-01 3.750E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.000E-07 5.500E-01 1.250E-05 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.500E-01 1.500E-01 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.500E-01 = <U> 
     mmp83 = radfield
 6.747E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  2.283E-27  7.691E-20 COBE-DIRBE
2.220E+00  2.918E-27  1.718E-19 COBE-DIRBE
3.530E+00  1.910E-26  1.788E-18 COBE-DIRBE
4.880E+00  8.549E-27  1.107E-18 COBE-DIRBE
1.229E+01  7.392E-26  2.410E-17 COBE-DIRBE
2.079E+01  4.353E-26  2.401E-17 COBE-DIRBE
5.599E+01  5.417E-26  8.046E-17 COBE-DIRBE
9.770E+01  2.053E-25  5.320E-16 COBE-DIRBE
1.479E+02  4.063E-25  1.594E-15 COBE-DIRBE
2.479E+02  3.068E-25  2.017E-15 COBE-DIRBE
1.200E+01  8.156E-26  2.596E-17 IRAS
2.500E+01  3.797E-26  2.518E-17 IRAS
6.000E+01  6.132E-26  9.759E-17 IRAS
1.000E+02  2.184E-25  5.792E-16 IRAS
3.550E+00  2.221E-26  2.091E-18 SST-IRAC
4.493E+00  6.212E-27  7.403E-19 SST-IRAC
5.731E+00  4.966E-26  7.549E-18 SST-IRAC
7.872E+00  1.203E-25  2.512E-17 SST-IRAC
2.368E+01  3.341E-26  2.099E-17 SST-MIPS
7.142E+01  7.979E-26  1.512E-16 SST-MIPS
1.559E+02  4.137E-25  1.711E-15 SST-MIPS
1.600E+01  5.516E-26  2.341E-17 SST-IRSPU
2.200E+01  3.679E-26  2.147E-17 SST-IRSPU
7.500E+01  6.548E-26  1.303E-16 Herschel-PACS
1.100E+02  1.613E-25  4.705E-16 Herschel-PACS
1.700E+02  3.254E-25  1.468E-15 Herschel-PACS
2.500E+02  2.792E-25  1.851E-15 Herschel-SPIRE
3.600E+02  1.265E-25  1.208E-15 Herschel-SPIRE
5.200E+02  4.180E-26  5.765E-16 Herschel-SPIRE
