Dust emission from Draine & Li (2007): ApJ 657, 810-837
==========================================================
         5 = grain model
 4.000E-08 4.000E-01 3.000E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.000E-07 5.500E-01 1.000E-05 = a_02 (cm) , sigma_2 , b_C2/0.92
 2.000E+00 1.000E+06 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 2.624E+01 = <U> 
     mmp83 = radfield
 1.175E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  3.415E-25  1.151E-17 COBE-DIRBE
2.220E+00  4.575E-25  2.694E-17 COBE-DIRBE
3.530E+00  3.138E-24  2.938E-16 COBE-DIRBE
4.880E+00  2.091E-24  2.706E-16 COBE-DIRBE
1.229E+01  2.074E-23  6.762E-15 COBE-DIRBE
2.079E+01  3.259E-23  1.797E-14 COBE-DIRBE
5.599E+01  4.701E-23  6.981E-14 COBE-DIRBE
9.770E+01  2.658E-23  6.888E-14 COBE-DIRBE
1.479E+02  1.341E-23  5.262E-14 COBE-DIRBE
2.479E+02  3.253E-24  2.139E-14 COBE-DIRBE
1.200E+01  2.108E-23  6.710E-15 IRAS
2.500E+01  3.914E-23  2.596E-14 IRAS
6.000E+01  4.516E-23  7.187E-14 IRAS
1.000E+02  2.565E-23  6.804E-14 IRAS
3.550E+00  3.632E-24  3.420E-16 SST-IRAC
4.493E+00  1.470E-24  1.752E-16 SST-IRAC
5.731E+00  1.001E-23  1.522E-15 SST-IRAC
7.872E+00  2.566E-23  5.358E-15 SST-IRAC
2.368E+01  3.680E-23  2.311E-14 SST-MIPS
7.142E+01  3.448E-23  6.531E-14 SST-MIPS
1.559E+02  1.106E-23  4.572E-14 SST-MIPS
1.600E+01  2.275E-23  9.656E-15 SST-IRSPU
2.200E+01  3.630E-23  2.118E-14 SST-IRSPU
7.500E+01  2.982E-23  5.933E-14 Herschel-PACS
1.100E+02  1.836E-23  5.357E-14 Herschel-PACS
1.700E+02  8.405E-24  3.790E-14 Herschel-PACS
2.500E+02  2.716E-24  1.801E-14 Herschel-SPIRE
3.600E+02  6.961E-25  6.647E-15 Herschel-SPIRE
5.200E+02  1.616E-25  2.229E-15 Herschel-SPIRE
2.400E+00  5.254E-25  3.345E-17 Akari IRC NIR N2
3.200E+00  2.393E-24  2.031E-16 Akari IRC NIR N3
4.100E+00  1.523E-24  1.657E-16 Akari IRC NIR N4
7.000E+00  2.780E-23  5.161E-15 Akari IRC MIR-S S7
9.000E+00  2.232E-23  5.327E-15 Akari IRC MIR-S S9W
1.100E+01  1.961E-23  5.723E-15 Akari IRC MIR-S S11
1.500E+01  2.404E-23  9.565E-15 Akari IRC MIR-L L15
1.800E+01  2.948E-23  1.408E-14 Akari IRC MIR-L L18W
2.400E+01  3.636E-23  2.315E-14 Akari IRC MIR-L L24
6.500E+01  4.033E-23  6.953E-14 Akari FIS N60
8.000E+01  3.112E-23  6.603E-14 Akari FIS WIDE-S
1.400E+02  1.336E-23  4.960E-14 Akari FIS WIDE-L
1.600E+02  1.037E-23  4.400E-14 Akari FIS N160
 
 
 
 


lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  7.288E-31  1.933E-19
9.908E+03  7.555E-31  1.986E-19
9.817E+03  7.832E-31  2.040E-19
9.727E+03  8.119E-31  2.095E-19
9.638E+03  8.416E-31  2.152E-19
9.550E+03  8.724E-31  2.210E-19
9.462E+03  9.044E-31  2.270E-19
9.376E+03  9.375E-31  2.332E-19
9.290E+03  9.719E-31  2.395E-19
9.204E+03  1.007E-30  2.460E-19
9.120E+03  1.044E-30  2.527E-19
9.036E+03  1.083E-30  2.595E-19
8.954E+03  1.122E-30  2.665E-19
8.872E+03  1.163E-30  2.737E-19
8.790E+03  1.206E-30  2.811E-19
8.710E+03  1.250E-30  2.887E-19
8.630E+03  1.295E-30  2.965E-19
8.551E+03  1.342E-30  3.045E-19
8.472E+03  1.392E-30  3.127E-19
8.395E+03  1.442E-30  3.212E-19
8.318E+03  1.495E-30  3.299E-19
8.241E+03  1.550E-30  3.388E-19
8.166E+03  1.607E-30  3.480E-19
8.091E+03  1.666E-30  3.575E-19
8.017E+03  1.727E-30  3.672E-19
7.943E+03  1.790E-30  3.772E-19
7.870E+03  1.856E-30  3.875E-19
7.798E+03  1.924E-30  3.980E-19
7.727E+03  1.995E-30  4.089E-19
7.656E+03  2.068E-30  4.201E-19
7.586E+03  2.145E-30  4.315E-19
7.516E+03  2.224E-30  4.433E-19
7.447E+03  2.306E-30  4.555E-19
7.379E+03  2.391E-30  4.679E-19
7.311E+03  2.479E-30  4.808E-19
7.244E+03  2.571E-30  4.940E-19
7.178E+03  2.666E-30  5.075E-19
7.112E+03  2.764E-30  5.215E-19
7.047E+03  2.866E-30  5.358E-19
6.982E+03  2.972E-30  5.505E-19
6.918E+03  3.082E-30  5.657E-19
6.855E+03  3.196E-30  5.812E-19
6.792E+03  3.315E-30  5.972E-19
6.730E+03  3.438E-30  6.137E-19
6.668E+03  3.565E-30  6.306E-19
6.607E+03  3.697E-30  6.480E-19
6.546E+03  3.835E-30  6.659E-19
6.486E+03  3.977E-30  6.843E-19
6.427E+03  4.125E-30  7.032E-19
6.368E+03  4.278E-30  7.227E-19
6.310E+03  4.438E-30  7.427E-19
6.252E+03  4.603E-30  7.633E-19
6.194E+03  4.774E-30  7.845E-19
6.138E+03  4.952E-30  8.063E-19
6.081E+03  5.137E-30  8.287E-19
6.026E+03  5.329E-30  8.518E-19
5.970E+03  5.528E-30  8.755E-19
5.916E+03  5.735E-30  8.999E-19
5.861E+03  5.950E-30  9.250E-19
5.808E+03  6.172E-30  9.509E-19
5.754E+03  6.403E-30  9.774E-19
5.702E+03  6.644E-30  1.005E-18
5.649E+03  6.893E-30  1.033E-18
5.598E+03  7.151E-30  1.062E-18
5.546E+03  7.420E-30  1.092E-18
5.495E+03  7.699E-30  1.122E-18
5.445E+03  7.988E-30  1.154E-18
5.395E+03  8.289E-30  1.186E-18
5.346E+03  8.601E-30  1.220E-18
