Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         7 = grain model
 4.000E-08 4.000E-01 4.500E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 1.500E-05 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.500E+00 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 9.768E+00 = <U> 
     mmp83 = radfield
 4.468E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  1.787E-25  6.019E-18 COBE-DIRBE
2.220E+00  2.283E-25  1.344E-17 COBE-DIRBE
3.530E+00  1.485E-24  1.390E-16 COBE-DIRBE
4.880E+00  6.903E-25  8.936E-17 COBE-DIRBE
1.229E+01  6.083E-24  1.983E-15 COBE-DIRBE
2.079E+01  5.042E-24  2.780E-15 COBE-DIRBE
5.599E+01  2.203E-23  3.272E-14 COBE-DIRBE
9.770E+01  1.820E-23  4.716E-14 COBE-DIRBE
1.479E+02  1.034E-23  4.055E-14 COBE-DIRBE
2.479E+02  2.716E-24  1.785E-14 COBE-DIRBE
1.200E+01  6.436E-24  2.049E-15 IRAS
2.500E+01  5.324E-24  3.531E-15 IRAS
6.000E+01  2.196E-23  3.495E-14 IRAS
1.000E+02  1.776E-23  4.712E-14 IRAS
3.550E+00  1.727E-24  1.626E-16 SST-IRAC
4.493E+00  4.841E-25  5.769E-17 SST-IRAC
5.731E+00  4.082E-24  6.205E-16 SST-IRAC
7.872E+00  9.449E-24  1.973E-15 SST-IRAC
2.368E+01  4.539E-24  2.851E-15 SST-MIPS
7.142E+01  2.032E-23  3.849E-14 SST-MIPS
1.559E+02  8.684E-24  3.591E-14 SST-MIPS
1.600E+01  4.967E-24  2.108E-15 SST-IRSPU
2.200E+01  4.697E-24  2.741E-15 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  6.895E-31  1.829E-19
9.908E+03  7.147E-31  1.879E-19
9.817E+03  7.409E-31  1.929E-19
9.727E+03  7.679E-31  1.982E-19
9.638E+03  7.960E-31  2.035E-19
9.550E+03  8.251E-31  2.090E-19
9.462E+03  8.553E-31  2.147E-19
9.376E+03  8.865E-31  2.205E-19
9.290E+03  9.190E-31  2.264E-19
9.204E+03  9.526E-31  2.326E-19
9.120E+03  9.874E-31  2.389E-19
9.036E+03  1.023E-30  2.453E-19
8.954E+03  1.061E-30  2.519E-19
8.872E+03  1.099E-30  2.587E-19
8.790E+03  1.139E-30  2.657E-19
8.710E+03  1.181E-30  2.728E-19
8.630E+03  1.224E-30  2.801E-19
8.551E+03  1.268E-30  2.877E-19
8.472E+03  1.315E-30  2.955E-19
8.395E+03  1.363E-30  3.034E-19
8.318E+03  1.412E-30  3.116E-19
8.241E+03  1.464E-30  3.201E-19
8.166E+03  1.518E-30  3.287E-19
8.091E+03  1.573E-30  3.376E-19
8.017E+03  1.631E-30  3.468E-19
7.943E+03  1.690E-30  3.562E-19
7.870E+03  1.752E-30  3.658E-19
7.798E+03  1.817E-30  3.758E-19
7.727E+03  1.883E-30  3.860E-19
7.656E+03  1.952E-30  3.965E-19
7.586E+03  2.024E-30  4.073E-19
7.516E+03  2.099E-30  4.184E-19
7.447E+03  2.176E-30  4.298E-19
7.379E+03  2.256E-30  4.416E-19
7.311E+03  2.339E-30  4.536E-19
7.244E+03  2.425E-30  4.660E-19
7.178E+03  2.515E-30  4.788E-19
7.112E+03  2.607E-30  4.919E-19
7.047E+03  2.704E-30  5.054E-19
6.982E+03  2.804E-30  5.193E-19
6.918E+03  2.907E-30  5.335E-19
6.855E+03  3.014E-30  5.481E-19
6.792E+03  3.126E-30  5.631E-19
6.730E+03  3.241E-30  5.786E-19
6.668E+03  3.361E-30  5.945E-19
6.607E+03  3.485E-30  6.108E-19
6.546E+03  3.615E-30  6.277E-19
6.486E+03  3.748E-30  6.449E-19
6.427E+03  3.888E-30  6.627E-19
6.368E+03  4.032E-30  6.810E-19
6.310E+03  4.182E-30  6.998E-19
6.252E+03  4.337E-30  7.192E-19
6.194E+03  4.498E-30  7.391E-19
6.138E+03  4.666E-30  7.596E-19
6.081E+03  4.839E-30  7.806E-19
6.026E+03  5.020E-30  8.023E-19
5.970E+03  5.207E-30  8.246E-19
5.916E+03  5.401E-30  8.475E-19
5.861E+03  5.602E-30  8.711E-19
5.808E+03  5.812E-30  8.953E-19
5.754E+03  6.029E-30  9.203E-19
5.702E+03  6.254E-30  9.459E-19
5.649E+03  6.488E-30  9.723E-19
5.598E+03  6.731E-30  9.995E-19
5.546E+03  6.984E-30  1.027E-18
5.495E+03  7.245E-30  1.056E-18
5.445E+03  7.517E-30  1.086E-18
5.395E+03  7.799E-30  1.116E-18
5.346E+03  8.092E-30  1.147E-18
5.297E+03  8.396E-30  1.180E-18
5.248E+03  8.712E-30  1.213E-18
5.200E+03  9.040E-30  1.247E-18
5.152E+03  9.380E-30  1.282E-18
5.105E+03  9.733E-30  1.318E-18
5.058E+03  1.010E-29  1.355E-18
5.012E+03  1.048E-29  1.393E-18
4.966E+03  1.088E-29  1.433E-18
4.920E+03  1.129E-29  1.473E-18
4.875E+03  1.171E-29  1.515E-18
4.831E+03  1.215E-29  1.557E-18
4.786E+03  1.261E-29  1.601E-18
4.742E+03  1.309E-29  1.647E-18
4.699E+03  1.359E-29  1.693E-18
4.656E+03  1.410E-29  1.742E-18
4.613E+03  1.464E-29  1.791E-18
4.571E+03  1.519E-29  1.842E-18
4.529E+03  1.577E-29  1.894E-18
4.487E+03  1.637E-29  1.948E-18
4.446E+03  1.699E-29  2.004E-18
4.406E+03  1.763E-29  2.061E-18
4.365E+03  1.831E-29  2.120E-18
4.325E+03  1.900E-29  2.180E-18
4.285E+03  1.973E-29  2.242E-18
4.246E+03  2.048E-29  2.307E-18
4.207E+03  2.126E-29  2.373E-18
4.169E+03  2.207E-29  2.441E-18
4.130E+03  2.291E-29  2.511E-18
4.093E+03  2.379E-29  2.583E-18
4.055E+03  2.470E-29  2.657E-18
4.018E+03  2.565E-29  2.733E-18
3.981E+03  2.663E-29  2.812E-18
3.945E+03  2.764E-29  2.893E-18
3.908E+03  2.870E-29  2.976E-18
3.873E+03  2.980E-29  3.061E-18
3.837E+03  3.094E-29  3.150E-18
3.802E+03  3.213E-29  3.240E-18
3.767E+03  3.337E-29  3.334E-18
3.733E+03  3.465E-29  3.430E-18
3.698E+03  3.598E-29  3.530E-18
3.664E+03  3.736E-29  3.632E-18
3.631E+03  3.880E-29  3.737E-18
3.597E+03  4.030E-29  3.846E-18
3.565E+03  4.185E-29  3.957E-18
3.532E+03  4.347E-29  4.072E-18
3.499E+03  4.515E-29  4.191E-18
3.467E+03  4.689E-29  4.313E-18
3.436E+03  4.871E-29  4.439E-18
3.404E+03  5.059E-29  4.568E-18
3.373E+03  5.255E-29  4.702E-18
3.342E+03  5.459E-29  4.839E-18
3.311E+03  5.671E-29  4.981E-18
3.281E+03  5.891E-29  5.127E-18
3.251E+03  6.119E-29  5.277E-18
3.221E+03  6.357E-29  5.432E-18
3.192E+03  6.605E-29  5.591E-18
3.162E+03  6.862E-29  5.756E-18
3.133E+03  7.129E-29  5.925E-18
3.105E+03  7.407E-29  6.099E-18
3.076E+03  7.695E-29  6.279E-18
3.048E+03  7.996E-29  6.464E-18
3.020E+03  8.308E-29  6.655E-18
2.992E+03  8.632E-29  6.851E-18
2.965E+03  8.968E-29  7.053E-18
2.938E+03  9.318E-29  7.261E-18
2.911E+03  9.682E-29  7.475E-18
2.884E+03  1.006E-28  7.696E-18
2.858E+03  1.045E-28  7.923E-18
2.831E+03  1.086E-28  8.157E-18
2.805E+03  1.129E-28  8.399E-18
2.780E+03  1.173E-28  8.648E-18
2.754E+03  1.219E-28  8.904E-18
2.729E+03  1.267E-28  9.168E-18
2.704E+03  1.316E-28  9.441E-18
2.679E+03  1.368E-28  9.722E-18
2.655E+03  1.422E-28  1.001E-17
2.630E+03  1.478E-28  1.031E-17
2.606E+03  1.536E-28  1.062E-17
2.582E+03  1.596E-28  1.093E-17
2.559E+03  1.659E-28  1.126E-17
2.535E+03  1.724E-28  1.160E-17
2.512E+03  1.792E-28  1.194E-17
2.489E+03  1.863E-28  1.230E-17
2.466E+03  1.937E-28  1.267E-17
2.443E+03  2.013E-28  1.305E-17
2.421E+03  2.093E-28  1.344E-17
2.399E+03  2.176E-28  1.384E-17
2.377E+03  2.262E-28  1.426E-17
2.355E+03  2.351E-28  1.469E-17
2.333E+03  2.444E-28  1.513E-17
2.312E+03  2.541E-28  1.559E-17
2.291E+03  2.642E-28  1.605E-17
2.270E+03  2.747E-28  1.654E-17
2.249E+03  2.856E-28  1.704E-17
2.228E+03  2.969E-28  1.755E-17
2.208E+03  3.087E-28  1.808E-17
2.188E+03  3.210E-28  1.863E-17
2.168E+03  3.338E-28  1.919E-17
2.148E+03  3.470E-28  1.977E-17
2.128E+03  3.609E-28  2.037E-17
2.109E+03  3.752E-28  2.099E-17
2.089E+03  3.902E-28  2.162E-17
2.070E+03  4.057E-28  2.228E-17
2.051E+03  4.219E-28  2.295E-17
2.032E+03  4.387E-28  2.365E-17
2.014E+03  4.562E-28  2.437E-17
1.995E+03  4.744E-28  2.511E-17
1.977E+03  4.933E-28  2.587E-17
1.959E+03  5.130E-28  2.666E-17
1.941E+03  5.335E-28  2.747E-17
1.923E+03  5.548E-28  2.830E-17
1.905E+03  5.770E-28  2.916E-17
1.888E+03  6.001E-28  3.005E-17
1.871E+03  6.240E-28  3.097E-17
1.854E+03  6.490E-28  3.191E-17
1.837E+03  6.750E-28  3.288E-17
1.820E+03  7.020E-28  3.388E-17
1.803E+03  7.301E-28  3.492E-17
1.786E+03  7.593E-28  3.598E-17
1.770E+03  7.897E-28  3.708E-17
1.754E+03  8.214E-28  3.821E-17
1.738E+03  8.543E-28  3.938E-17
1.722E+03  8.885E-28  4.058E-17
1.706E+03  9.241E-28  4.182E-17
1.690E+03  9.612E-28  4.310E-17
1.675E+03  9.997E-28  4.442E-17
1.660E+03  1.040E-27  4.577E-17
1.644E+03  1.082E-27  4.717E-17
1.629E+03  1.125E-27  4.862E-17
1.614E+03  1.170E-27  5.010E-17
1.600E+03  1.217E-27  5.164E-17
1.585E+03  1.266E-27  5.322E-17
1.570E+03  1.317E-27  5.484E-17
1.556E+03  1.369E-27  5.652E-17
1.542E+03  1.424E-27  5.825E-17
1.528E+03  1.482E-27  6.003E-17
1.514E+03  1.541E-27  6.187E-17
1.500E+03  1.603E-27  6.376E-17
1.486E+03  1.667E-27  6.572E-17
1.472E+03  1.734E-27  6.773E-17
1.459E+03  1.804E-27  6.981E-17
1.445E+03  1.876E-27  7.194E-17
1.432E+03  1.952E-27  7.415E-17
1.419E+03  2.030E-27  7.642E-17
1.406E+03  2.112E-27  7.876E-17
1.393E+03  2.197E-27  8.118E-17
1.380E+03  2.285E-27  8.366E-17
1.368E+03  2.377E-27  8.623E-17
1.355E+03  2.472E-27  8.887E-17
1.343E+03  2.571E-27  9.159E-17
1.330E+03  2.675E-27  9.440E-17
1.318E+03  2.782E-27  9.729E-17
1.306E+03  2.894E-27  1.003E-16
1.294E+03  3.010E-27  1.033E-16
1.282E+03  3.131E-27  1.065E-16
1.271E+03  3.257E-27  1.098E-16
1.259E+03  3.387E-27  1.131E-16
1.247E+03  3.523E-27  1.166E-16
1.236E+03  3.664E-27  1.201E-16
1.225E+03  3.811E-27  1.238E-16
1.213E+03  3.964E-27  1.276E-16
1.202E+03  4.123E-27  1.315E-16
1.191E+03  4.288E-27  1.355E-16
1.180E+03  4.460E-27  1.396E-16
1.169E+03  4.638E-27  1.439E-16
1.159E+03  4.824E-27  1.483E-16
1.148E+03  5.017E-27  1.528E-16
1.138E+03  5.218E-27  1.574E-16
1.127E+03  5.426E-27  1.622E-16
1.117E+03  5.643E-27  1.672E-16
1.107E+03  5.868E-27  1.723E-16
1.096E+03  6.103E-27  1.775E-16
1.086E+03  6.346E-27  1.829E-16
1.076E+03  6.600E-27  1.884E-16
1.067E+03  6.863E-27  1.942E-16
1.057E+03  7.136E-27  2.000E-16
1.047E+03  7.420E-27  2.061E-16
1.038E+03  7.716E-27  2.124E-16
1.028E+03  8.023E-27  2.188E-16
1.019E+03  8.342E-27  2.254E-16
1.009E+03  8.673E-27  2.322E-16
1.000E+03  9.018E-27  2.392E-16
9.908E+02  9.376E-27  2.464E-16
9.817E+02  9.749E-27  2.539E-16
9.727E+02  1.014E-26  2.615E-16
9.638E+02  1.054E-26  2.694E-16
9.550E+02  1.096E-26  2.776E-16
9.462E+02  1.139E-26  2.859E-16
9.376E+02  1.184E-26  2.945E-16
9.290E+02  1.231E-26  3.034E-16
9.204E+02  1.280E-26  3.125E-16
9.120E+02  1.330E-26  3.219E-16
9.036E+02  1.383E-26  3.315E-16
8.954E+02  1.438E-26  3.414E-16
8.872E+02  1.494E-26  3.516E-16
8.790E+02  1.553E-26  3.621E-16
8.710E+02  1.614E-26  3.729E-16
8.630E+02  1.678E-26  3.840E-16
8.551E+02  1.744E-26  3.955E-16
8.472E+02  1.812E-26  4.072E-16
8.395E+02  1.883E-26  4.193E-16
8.318E+02  1.957E-26  4.317E-16
8.241E+02  2.033E-26  4.445E-16
8.166E+02  2.113E-26  4.576E-16
8.091E+02  2.195E-26  4.711E-16
8.017E+02  2.281E-26  4.850E-16
7.943E+02  2.370E-26  4.993E-16
7.870E+02  2.462E-26  5.140E-16
7.798E+02  2.558E-26  5.290E-16
7.727E+02  2.657E-26  5.446E-16
7.656E+02  2.760E-26  5.605E-16
7.586E+02  2.867E-26  5.769E-16
7.516E+02  2.978E-26  5.938E-16
7.447E+02  3.094E-26  6.111E-16
7.379E+02  3.214E-26  6.290E-16
7.311E+02  3.338E-26  6.474E-16
7.244E+02  3.467E-26  6.663E-16
7.178E+02  3.602E-26  6.858E-16
7.112E+02  3.741E-26  7.058E-16
7.047E+02  3.886E-26  7.264E-16
6.982E+02  4.036E-26  7.476E-16
6.918E+02  4.192E-26  7.693E-16
6.855E+02  4.354E-26  7.917E-16
6.792E+02  4.522E-26  8.147E-16
6.730E+02  4.696E-26  8.383E-16
