Dust emission from Draine & Li (2007): ApJ 657, 810-837
==========================================================
         3 = grain model
 4.000E-08 4.000E-01 1.500E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.000E-07 5.500E-01 5.000E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 7.000E-01 7.000E-01 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 7.000E-01 = <U> 
     mmp83 = radfield
 3.112E-24 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  4.655E-27  1.568E-19 COBE-DIRBE
2.220E+00  5.815E-27  3.425E-19 COBE-DIRBE
3.530E+00  3.865E-26  3.619E-18 COBE-DIRBE
4.880E+00  1.723E-26  2.230E-18 COBE-DIRBE
1.229E+01  1.673E-25  5.455E-17 COBE-DIRBE
2.079E+01  1.289E-25  7.110E-17 COBE-DIRBE
5.599E+01  5.502E-25  8.172E-16 COBE-DIRBE
9.770E+01  1.816E-24  4.707E-15 COBE-DIRBE
1.479E+02  2.129E-24  8.350E-15 COBE-DIRBE
2.479E+02  9.698E-25  6.376E-15 COBE-DIRBE
1.200E+01  1.796E-25  5.716E-17 IRAS
2.500E+01  1.238E-25  8.208E-17 IRAS
6.000E+01  6.616E-25  1.053E-15 IRAS
1.000E+02  1.875E-24  4.973E-15 IRAS
3.550E+00  4.497E-26  4.235E-18 SST-IRAC
4.493E+00  1.246E-26  1.485E-18 SST-IRAC
5.731E+00  1.016E-25  1.544E-17 SST-IRAC
7.872E+00  2.524E-25  5.271E-17 SST-IRAC
2.368E+01  1.115E-25  7.002E-17 SST-MIPS
7.142E+01  9.413E-25  1.783E-15 SST-MIPS
1.559E+02  2.008E-24  8.303E-15 SST-MIPS
1.600E+01  1.406E-25  5.969E-17 SST-IRSPU
2.200E+01  1.178E-25  6.875E-17 SST-IRSPU
7.500E+01  7.895E-25  1.571E-15 Herschel-PACS
1.100E+02  1.385E-24  4.042E-15 Herschel-PACS
1.700E+02  1.537E-24  6.932E-15 Herschel-PACS
2.500E+02  8.526E-25  5.654E-15 Herschel-SPIRE
3.600E+02  2.922E-25  2.791E-15 Herschel-SPIRE
5.200E+02  8.055E-26  1.111E-15 Herschel-SPIRE
2.400E+00  6.526E-27  4.154E-19 Akari IRC NIR N2
3.200E+00  2.968E-26  2.520E-18 Akari IRC NIR N3
4.100E+00  1.354E-26  1.473E-18 Akari IRC NIR N4
7.000E+00  2.857E-25  5.305E-17 Akari IRC MIR-S S7
9.000E+00  2.036E-25  4.860E-17 Akari IRC MIR-S S9W
1.100E+01  1.630E-25  4.757E-17 Akari IRC MIR-S S11
1.500E+01  1.465E-25  5.830E-17 Akari IRC MIR-L L15
1.800E+01  1.289E-25  6.153E-17 Akari IRC MIR-L L18W
2.400E+01  1.151E-25  7.325E-17 Akari IRC MIR-L L24
6.500E+01  8.415E-25  1.451E-15 Akari FIS N60
8.000E+01  1.512E-24  3.208E-15 Akari FIS WIDE-S
1.400E+02  2.147E-24  7.971E-15 Akari FIS WIDE-L
1.600E+02  2.010E-24  8.530E-15 Akari FIS N160
 
 
 
 


lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  4.979E-31  1.321E-19
9.908E+03  5.161E-31  1.357E-19
9.817E+03  5.350E-31  1.393E-19
9.727E+03  5.545E-31  1.431E-19
9.638E+03  5.748E-31  1.470E-19
9.550E+03  5.958E-31  1.509E-19
9.462E+03  6.176E-31  1.550E-19
9.376E+03  6.401E-31  1.592E-19
9.290E+03  6.635E-31  1.635E-19
9.204E+03  6.878E-31  1.679E-19
9.120E+03  7.129E-31  1.725E-19
9.036E+03  7.390E-31  1.771E-19
8.954E+03  7.659E-31  1.819E-19
8.872E+03  7.937E-31  1.868E-19
8.790E+03  8.226E-31  1.918E-19
8.710E+03  8.525E-31  1.970E-19
8.630E+03  8.836E-31  2.023E-19
8.551E+03  9.158E-31  2.077E-19
8.472E+03  9.492E-31  2.133E-19
8.395E+03  9.838E-31  2.191E-19
8.318E+03  1.020E-30  2.250E-19
8.241E+03  1.057E-30  2.311E-19
8.166E+03  1.096E-30  2.373E-19
8.091E+03  1.136E-30  2.437E-19
8.017E+03  1.177E-30  2.503E-19
7.943E+03  1.220E-30  2.571E-19
7.870E+03  1.265E-30  2.641E-19
7.798E+03  1.311E-30  2.712E-19
7.727E+03  1.359E-30  2.786E-19
7.656E+03  1.409E-30  2.862E-19
7.586E+03  1.461E-30  2.940E-19
7.516E+03  1.515E-30  3.020E-19
7.447E+03  1.570E-30  3.102E-19
7.379E+03  1.628E-30  3.187E-19
7.311E+03  1.688E-30  3.274E-19
7.244E+03  1.750E-30  3.363E-19
7.178E+03  1.815E-30  3.455E-19
7.112E+03  1.881E-30  3.549E-19
7.047E+03  1.951E-30  3.646E-19
6.982E+03  2.023E-30  3.746E-19
6.918E+03  2.097E-30  3.849E-19
6.855E+03  2.174E-30  3.954E-19
6.792E+03  2.255E-30  4.062E-19
6.730E+03  2.338E-30  4.173E-19
6.668E+03  2.424E-30  4.288E-19
6.607E+03  2.514E-30  4.405E-19
6.546E+03  2.607E-30  4.526E-19
6.486E+03  2.703E-30  4.651E-19
6.427E+03  2.803E-30  4.779E-19
6.368E+03  2.907E-30  4.910E-19
6.310E+03  3.015E-30  5.046E-19
6.252E+03  3.127E-30  5.185E-19
6.194E+03  3.243E-30  5.328E-19
6.138E+03  3.363E-30  5.475E-19
6.081E+03  3.488E-30  5.626E-19
6.026E+03  3.618E-30  5.782E-19
5.970E+03  3.752E-30  5.942E-19
5.916E+03  3.892E-30  6.107E-19
5.861E+03  4.037E-30  6.276E-19
5.808E+03  4.187E-30  6.450E-19
5.754E+03  4.343E-30  6.629E-19
5.702E+03  4.505E-30  6.813E-19
5.649E+03  4.673E-30  7.003E-19
5.598E+03  4.848E-30  7.198E-19
5.546E+03  5.029E-30  7.398E-19
5.495E+03  5.217E-30  7.604E-19
5.445E+03  5.412E-30  7.816E-19
5.395E+03  5.614E-30  8.034E-19
5.346E+03  5.824E-30  8.259E-19
5.297E+03  6.042E-30  8.490E-19
5.248E+03  6.269E-30  8.727E-19
5.200E+03  6.504E-30  8.971E-19
5.152E+03  6.748E-30  9.222E-19
5.105E+03  7.001E-30  9.481E-19
5.058E+03  7.264E-30  9.746E-19
5.012E+03  7.537E-30  1.002E-18
4.966E+03  7.820E-30  1.030E-18
4.920E+03  8.114E-30  1.059E-18
4.875E+03  8.419E-30  1.089E-18
4.831E+03  8.735E-30  1.119E-18
4.786E+03  9.064E-30  1.151E-18
4.742E+03  9.406E-30  1.183E-18
4.699E+03  9.760E-30  1.217E-18
4.656E+03  1.013E-29  1.251E-18
4.613E+03  1.051E-29  1.286E-18
4.571E+03  1.091E-29  1.322E-18
4.529E+03  1.132E-29  1.360E-18
4.487E+03  1.175E-29  1.398E-18
4.446E+03  1.219E-29  1.438E-18
4.406E+03  1.265E-29  1.479E-18
