Dust emission from Draine & Li (2007): ApJ 657, 810-837
==========================================================
         2 = grain model
 4.000E-08 4.000E-01 7.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.000E-07 5.500E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 2.000E-01 1.000E+06 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 3.085E+00 = <U> 
     mmp83 = radfield
 1.364E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  1.318E-26  4.440E-19 COBE-DIRBE
2.220E+00  1.722E-26  1.014E-18 COBE-DIRBE
3.530E+00  1.286E-25  1.204E-17 COBE-DIRBE
4.880E+00  1.402E-25  1.815E-17 COBE-DIRBE
1.229E+01  1.670E-24  5.444E-16 COBE-DIRBE
2.079E+01  3.362E-24  1.854E-15 COBE-DIRBE
5.599E+01  5.523E-24  8.202E-15 COBE-DIRBE
9.770E+01  4.016E-24  1.041E-14 COBE-DIRBE
1.479E+02  2.820E-24  1.106E-14 COBE-DIRBE
2.479E+02  1.022E-24  6.722E-15 COBE-DIRBE
1.200E+01  1.602E-24  5.101E-16 IRAS
2.500E+01  4.187E-24  2.777E-15 IRAS
6.000E+01  5.381E-24  8.565E-15 IRAS
1.000E+02  3.951E-24  1.048E-14 IRAS
3.550E+00  1.477E-25  1.391E-17 SST-IRAC
4.493E+00  9.565E-26  1.140E-17 SST-IRAC
5.731E+00  5.608E-25  8.525E-17 SST-IRAC
7.872E+00  1.608E-24  3.358E-16 SST-IRAC
2.368E+01  3.948E-24  2.480E-15 SST-MIPS
7.142E+01  4.352E-24  8.245E-15 SST-MIPS
1.559E+02  2.498E-24  1.033E-14 SST-MIPS
1.600E+01  2.139E-24  9.078E-16 SST-IRSPU
2.200E+01  3.850E-24  2.247E-15 SST-IRSPU
7.500E+01  3.749E-24  7.459E-15 Herschel-PACS
1.100E+02  2.854E-24  8.328E-15 Herschel-PACS
1.700E+02  1.909E-24  8.610E-15 Herschel-PACS
2.500E+02  8.867E-25  5.880E-15 Herschel-SPIRE
3.600E+02  2.901E-25  2.770E-15 Herschel-SPIRE
5.200E+02  7.908E-26  1.091E-15 Herschel-SPIRE
2.400E+00  2.047E-26  1.303E-18 Akari IRC NIR N2
3.200E+00  9.644E-26  8.186E-18 Akari IRC NIR N3
4.100E+00  9.491E-26  1.032E-17 Akari IRC NIR N4
7.000E+00  1.649E-24  3.061E-16 Akari IRC MIR-S S7
9.000E+00  1.514E-24  3.614E-16 Akari IRC MIR-S S9W
1.100E+01  1.502E-24  4.383E-16 Akari IRC MIR-S S11
1.500E+01  2.260E-24  8.992E-16 Akari IRC MIR-L L15
1.800E+01  2.987E-24  1.426E-15 Akari IRC MIR-L L18W
2.400E+01  3.870E-24  2.463E-15 Akari IRC MIR-L L24
6.500E+01  4.940E-24  8.517E-15 Akari FIS N60
8.000E+01  4.328E-24  9.184E-15 Akari FIS WIDE-S
1.400E+02  2.825E-24  1.049E-14 Akari FIS WIDE-L
1.600E+02  2.433E-24  1.033E-14 Akari FIS N160
 
 
 
 


lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  4.943E-31  1.311E-19
9.908E+03  5.124E-31  1.347E-19
9.817E+03  5.311E-31  1.383E-19
9.727E+03  5.505E-31  1.421E-19
9.638E+03  5.707E-31  1.459E-19
9.550E+03  5.915E-31  1.498E-19
9.462E+03  6.131E-31  1.539E-19
9.376E+03  6.356E-31  1.581E-19
9.290E+03  6.588E-31  1.623E-19
9.204E+03  6.829E-31  1.667E-19
9.120E+03  7.079E-31  1.712E-19
9.036E+03  7.337E-31  1.759E-19
8.954E+03  7.605E-31  1.806E-19
8.872E+03  7.881E-31  1.855E-19
8.790E+03  8.168E-31  1.905E-19
8.710E+03  8.465E-31  1.956E-19
8.630E+03  8.774E-31  2.008E-19
8.551E+03  9.093E-31  2.063E-19
8.472E+03  9.425E-31  2.118E-19
8.395E+03  9.769E-31  2.175E-19
8.318E+03  1.013E-30  2.234E-19
8.241E+03  1.050E-30  2.294E-19
8.166E+03  1.088E-30  2.357E-19
8.091E+03  1.128E-30  2.420E-19
8.017E+03  1.169E-30  2.486E-19
7.943E+03  1.212E-30  2.553E-19
7.870E+03  1.256E-30  2.623E-19
7.798E+03  1.302E-30  2.694E-19
7.727E+03  1.350E-30  2.767E-19
7.656E+03  1.400E-30  2.842E-19
7.586E+03  1.451E-30  2.920E-19
7.516E+03  1.504E-30  2.999E-19
7.447E+03  1.560E-30  3.081E-19
7.379E+03  1.617E-30  3.165E-19
7.311E+03  1.676E-30  3.251E-19
7.244E+03  1.738E-30  3.340E-19
7.178E+03  1.802E-30  3.431E-19
7.112E+03  1.868E-30  3.525E-19
7.047E+03  1.937E-30  3.621E-19
6.982E+03  2.009E-30  3.721E-19
6.918E+03  2.083E-30  3.822E-19
6.855E+03  2.160E-30  3.927E-19
6.792E+03  2.239E-30  4.034E-19
6.730E+03  2.322E-30  4.145E-19
6.668E+03  2.408E-30  4.259E-19
