Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         1 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 2.500E+00 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.502E+01 = <U> 
     mmp83 = radfield
 6.709E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  2.517E-26  8.480E-19 COBE-DIRBE
2.220E+00  2.982E-26  1.756E-18 COBE-DIRBE
3.530E+00  1.829E-25  1.713E-17 COBE-DIRBE
4.880E+00  8.315E-26  1.076E-17 COBE-DIRBE
1.229E+01  2.114E-24  6.893E-16 COBE-DIRBE
2.079E+01  4.653E-24  2.566E-15 COBE-DIRBE
5.599E+01  4.460E-23  6.624E-14 COBE-DIRBE
9.770E+01  3.171E-23  8.217E-14 COBE-DIRBE
1.479E+02  1.589E-23  6.233E-14 COBE-DIRBE
2.479E+02  3.716E-24  2.443E-14 COBE-DIRBE
1.200E+01  1.826E-24  5.813E-16 IRAS
2.500E+01  6.766E-24  4.487E-15 IRAS
6.000E+01  4.381E-23  6.973E-14 IRAS
1.000E+02  3.069E-23  8.140E-14 IRAS
3.550E+00  2.128E-25  2.004E-17 SST-IRAC
4.493E+00  5.799E-26  6.911E-18 SST-IRAC
5.731E+00  5.315E-25  8.079E-17 SST-IRAC
7.872E+00  1.684E-24  3.516E-16 SST-IRAC
2.368E+01  5.681E-24  3.569E-15 SST-MIPS
7.142E+01  3.876E-23  7.344E-14 SST-MIPS
1.559E+02  1.302E-23  5.385E-14 SST-MIPS
1.600E+01  2.971E-24  1.261E-15 SST-IRSPU
2.200E+01  5.434E-24  3.171E-15 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  7.531E-31  1.998E-19
9.908E+03  7.808E-31  2.052E-19
9.817E+03  8.095E-31  2.108E-19
9.727E+03  8.392E-31  2.165E-19
9.638E+03  8.700E-31  2.224E-19
9.550E+03  9.020E-31  2.285E-19
9.462E+03  9.352E-31  2.347E-19
9.376E+03  9.695E-31  2.411E-19
9.290E+03  1.005E-30  2.477E-19
9.204E+03  1.042E-30  2.544E-19
9.120E+03  1.080E-30  2.614E-19
9.036E+03  1.120E-30  2.685E-19
8.954E+03  1.161E-30  2.758E-19
8.872E+03  1.204E-30  2.832E-19
8.790E+03  1.248E-30  2.909E-19
8.710E+03  1.293E-30  2.988E-19
8.630E+03  1.341E-30  3.069E-19
8.551E+03  1.390E-30  3.152E-19
8.472E+03  1.441E-30  3.238E-19
8.395E+03  1.494E-30  3.326E-19
8.318E+03  1.549E-30  3.417E-19
8.241E+03  1.605E-30  3.510E-19
8.166E+03  1.664E-30  3.605E-19
8.091E+03  1.726E-30  3.704E-19
8.017E+03  1.789E-30  3.805E-19
7.943E+03  1.855E-30  3.909E-19
7.870E+03  1.924E-30  4.016E-19
7.798E+03  1.994E-30  4.126E-19
7.727E+03  2.068E-30  4.239E-19
7.656E+03  2.144E-30  4.355E-19
7.586E+03  2.224E-30  4.474E-19
7.516E+03  2.306E-30  4.597E-19
7.447E+03  2.391E-30  4.724E-19
7.379E+03  2.480E-30  4.854E-19
7.311E+03  2.571E-30  4.987E-19
7.244E+03  2.667E-30  5.125E-19
7.178E+03  2.766E-30  5.266E-19
7.112E+03  2.868E-30  5.411E-19
7.047E+03  2.975E-30  5.560E-19
6.982E+03  3.085E-30  5.714E-19
6.918E+03  3.200E-30  5.872E-19
6.855E+03  3.318E-30  6.034E-19
6.792E+03  3.442E-30  6.200E-19
6.730E+03  3.569E-30  6.372E-19
6.668E+03  3.702E-30  6.548E-19
6.607E+03  3.840E-30  6.730E-19
6.546E+03  3.983E-30  6.916E-19
6.486E+03  4.131E-30  7.108E-19
6.427E+03  4.285E-30  7.306E-19
6.368E+03  4.445E-30  7.509E-19
6.310E+03  4.611E-30  7.718E-19
6.252E+03  4.784E-30  7.933E-19
6.194E+03  4.962E-30  8.154E-19
6.138E+03  5.148E-30  8.381E-19
6.081E+03  5.341E-30  8.615E-19
6.026E+03  5.541E-30  8.856E-19
5.970E+03  5.748E-30  9.103E-19
5.916E+03  5.964E-30  9.358E-19
5.861E+03  6.188E-30  9.620E-19
5.808E+03  6.420E-30  9.890E-19
5.754E+03  6.661E-30  1.017E-18
5.702E+03  6.911E-30  1.045E-18
5.649E+03  7.171E-30  1.075E-18
5.598E+03  7.441E-30  1.105E-18
5.546E+03  7.721E-30  1.136E-18
5.495E+03  8.012E-30  1.168E-18
5.445E+03  8.314E-30  1.201E-18
5.395E+03  8.628E-30  1.235E-18
5.346E+03  8.954E-30  1.270E-18
5.297E+03  9.292E-30  1.305E-18
5.248E+03  9.643E-30  1.342E-18
5.200E+03  1.001E-29  1.380E-18
5.152E+03  1.039E-29  1.419E-18
5.105E+03  1.078E-29  1.460E-18
5.058E+03  1.119E-29  1.501E-18
5.012E+03  1.161E-29  1.544E-18
4.966E+03  1.205E-29  1.587E-18
4.920E+03  1.251E-29  1.632E-18
4.875E+03  1.298E-29  1.679E-18
4.831E+03  1.347E-29  1.727E-18
4.786E+03  1.399E-29  1.776E-18
4.742E+03  1.452E-29  1.826E-18
4.699E+03  1.507E-29  1.878E-18
4.656E+03  1.564E-29  1.932E-18
4.613E+03  1.624E-29  1.987E-18
4.571E+03  1.686E-29  2.044E-18
4.529E+03  1.750E-29  2.102E-18
4.487E+03  1.817E-29  2.163E-18
4.446E+03  1.886E-29  2.225E-18
4.406E+03  1.958E-29  2.288E-18
4.365E+03  2.033E-29  2.354E-18
4.325E+03  2.111E-29  2.422E-18
4.285E+03  2.192E-29  2.491E-18
4.246E+03  2.276E-29  2.563E-18
4.207E+03  2.363E-29  2.637E-18
4.169E+03  2.453E-29  2.713E-18
4.130E+03  2.548E-29  2.791E-18
4.093E+03  2.645E-29  2.872E-18
4.055E+03  2.747E-29  2.955E-18
4.018E+03  2.853E-29  3.040E-18
3.981E+03  2.962E-29  3.128E-18
3.945E+03  3.076E-29  3.219E-18
3.908E+03  3.194E-29  3.312E-18
3.873E+03  3.317E-29  3.408E-18
3.837E+03  3.445E-29  3.506E-18
3.802E+03  3.578E-29  3.608E-18
3.767E+03  3.716E-29  3.713E-18
3.733E+03  3.859E-29  3.821E-18
3.698E+03  4.008E-29  3.932E-18
3.664E+03  4.163E-29  4.046E-18
3.631E+03  4.324E-29  4.164E-18
3.597E+03  4.491E-29  4.286E-18
3.565E+03  4.665E-29  4.411E-18
3.532E+03  4.846E-29  4.540E-18
3.499E+03  5.034E-29  4.673E-18
3.467E+03  5.229E-29  4.810E-18
3.436E+03  5.432E-29  4.951E-18
3.404E+03  5.643E-29  5.096E-18
3.373E+03  5.863E-29  5.245E-18
3.342E+03  6.091E-29  5.400E-18
3.311E+03  6.328E-29  5.558E-18
3.281E+03  6.575E-29  5.722E-18
3.251E+03  6.831E-29  5.891E-18
3.221E+03  7.098E-29  6.064E-18
3.192E+03  7.375E-29  6.243E-18
3.162E+03  7.663E-29  6.428E-18
3.133E+03  7.963E-29  6.618E-18
3.105E+03  8.274E-29  6.814E-18
3.076E+03  8.598E-29  7.016E-18
3.048E+03  8.935E-29  7.224E-18
3.020E+03  9.285E-29  7.438E-18
2.992E+03  9.649E-29  7.658E-18
2.965E+03  1.003E-28  7.885E-18
2.938E+03  1.042E-28  8.119E-18
2.911E+03  1.083E-28  8.359E-18
2.884E+03  1.125E-28  8.607E-18
2.858E+03  1.169E-28  8.863E-18
2.831E+03  1.215E-28  9.127E-18
2.805E+03  1.263E-28  9.398E-18
2.780E+03  1.313E-28  9.678E-18
2.754E+03  1.364E-28  9.967E-18
2.729E+03  1.418E-28  1.026E-17
2.704E+03  1.474E-28  1.057E-17
2.679E+03  1.532E-28  1.089E-17
2.655E+03  1.592E-28  1.121E-17
2.630E+03  1.655E-28  1.155E-17
2.606E+03  1.720E-28  1.189E-17
2.582E+03  1.788E-28  1.225E-17
2.559E+03  1.859E-28  1.262E-17
2.535E+03  1.933E-28  1.300E-17
2.512E+03  2.009E-28  1.339E-17
2.489E+03  2.089E-28  1.379E-17
2.466E+03  2.172E-28  1.421E-17
2.443E+03  2.258E-28  1.463E-17
2.421E+03  2.347E-28  1.508E-17
2.399E+03  2.441E-28  1.553E-17
2.377E+03  2.538E-28  1.600E-17
2.355E+03  2.639E-28  1.648E-17
2.333E+03  2.743E-28  1.698E-17
2.312E+03  2.853E-28  1.750E-17
2.291E+03  2.966E-28  1.803E-17
2.270E+03  3.084E-28  1.857E-17
2.249E+03  3.207E-28  1.913E-17
2.228E+03  3.335E-28  1.972E-17
2.208E+03  3.468E-28  2.031E-17
2.188E+03  3.607E-28  2.093E-17
2.168E+03  3.751E-28  2.157E-17
2.148E+03  3.901E-28  2.222E-17
2.128E+03  4.057E-28  2.290E-17
2.109E+03  4.219E-28  2.360E-17
2.089E+03  4.388E-28  2.432E-17
2.070E+03  4.563E-28  2.506E-17
2.051E+03  4.746E-28  2.582E-17
2.032E+03  4.936E-28  2.661E-17
2.014E+03  5.134E-28  2.742E-17
1.995E+03  5.340E-28  2.826E-17
1.977E+03  5.554E-28  2.913E-17
1.959E+03  5.777E-28  3.002E-17
1.941E+03  6.009E-28  3.093E-17
1.923E+03  6.250E-28  3.188E-17
1.905E+03  6.501E-28  3.286E-17
1.888E+03  6.762E-28  3.386E-17
1.871E+03  7.033E-28  3.490E-17
1.854E+03  7.316E-28  3.597E-17
1.837E+03  7.610E-28  3.708E-17
1.820E+03  7.917E-28  3.821E-17
1.803E+03  8.235E-28  3.939E-17
1.786E+03  8.567E-28  4.060E-17
1.770E+03  8.912E-28  4.184E-17
1.754E+03  9.271E-28  4.313E-17
1.738E+03  9.645E-28  4.446E-17
1.722E+03  1.003E-27  4.583E-17
1.706E+03  1.044E-27  4.724E-17
1.690E+03  1.086E-27  4.869E-17
1.675E+03  1.130E-27  5.019E-17
1.660E+03  1.175E-27  5.174E-17
1.644E+03  1.223E-27  5.333E-17
1.629E+03  1.272E-27  5.498E-17
1.614E+03  1.323E-27  5.667E-17
1.600E+03  1.377E-27  5.842E-17
1.585E+03  1.432E-27  6.022E-17
1.570E+03  1.490E-27  6.208E-17
1.556E+03  1.551E-27  6.400E-17
1.542E+03  1.613E-27  6.597E-17
1.528E+03  1.678E-27  6.801E-17
1.514E+03  1.746E-27  7.011E-17
1.500E+03  1.817E-27  7.228E-17
1.486E+03  1.890E-27  7.451E-17
1.472E+03  1.967E-27  7.682E-17
1.459E+03  2.046E-27  7.919E-17
1.445E+03  2.129E-27  8.164E-17
1.432E+03  2.216E-27  8.417E-17
1.419E+03  2.305E-27  8.677E-17
1.406E+03  2.399E-27  8.946E-17
1.393E+03  2.496E-27  9.223E-17
1.380E+03  2.597E-27  9.508E-17
1.368E+03  2.702E-27  9.803E-17
1.355E+03  2.811E-27  1.011E-16
1.343E+03  2.925E-27  1.042E-16
1.330E+03  3.044E-27  1.074E-16
1.318E+03  3.167E-27  1.107E-16
1.306E+03  3.295E-27  1.142E-16
1.294E+03  3.429E-27  1.177E-16
1.282E+03  3.568E-27  1.214E-16
1.271E+03  3.712E-27  1.251E-16
1.259E+03  3.863E-27  1.290E-16
1.247E+03  4.019E-27  1.330E-16
1.236E+03  4.182E-27  1.371E-16
1.225E+03  4.351E-27  1.413E-16
