Dust emission from Draine & Li (2007): ApJ 657, 810-837
==========================================================
         6 = grain model
 4.000E-08 4.000E-01 3.750E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.000E-07 5.500E-01 1.250E-05 = a_02 (cm) , sigma_2 , b_C2/0.92
 3.000E+02 3.000E+02 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 3.000E+02 = <U> 
     mmp83 = radfield
 1.348E-21 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  4.597E-24  1.549E-16 COBE-DIRBE
2.220E+00  5.857E-24  3.449E-16 COBE-DIRBE
3.530E+00  3.836E-23  3.592E-15 COBE-DIRBE
4.880E+00  1.722E-23  2.229E-15 COBE-DIRBE
1.229E+01  1.676E-22  5.463E-14 COBE-DIRBE
2.079E+01  1.552E-22  8.561E-14 COBE-DIRBE
5.599E+01  8.709E-22  1.293E-12 COBE-DIRBE
9.770E+01  3.207E-22  8.312E-13 COBE-DIRBE
1.479E+02  9.620E-23  3.774E-13 COBE-DIRBE
2.479E+02  1.399E-23  9.196E-14 COBE-DIRBE
1.200E+01  1.785E-22  5.682E-14 IRAS
2.500E+01  2.049E-22  1.359E-13 IRAS
6.000E+01  8.106E-22  1.290E-12 IRAS
1.000E+02  2.983E-22  7.913E-13 IRAS
3.550E+00  4.461E-23  4.201E-15 SST-IRAC
4.493E+00  1.250E-23  1.490E-15 SST-IRAC
5.731E+00  1.004E-22  1.526E-14 SST-IRAC
7.872E+00  2.473E-22  5.163E-14 SST-IRAC
2.368E+01  1.685E-22  1.058E-13 SST-MIPS
7.142E+01  5.793E-22  1.097E-12 SST-MIPS
1.559E+02  7.051E-23  2.916E-13 SST-MIPS
1.600E+01  1.481E-22  6.287E-14 SST-IRSPU
2.200E+01  1.668E-22  9.733E-14 SST-IRSPU
7.500E+01  5.038E-22  1.002E-12 Herschel-PACS
1.100E+02  2.082E-22  6.076E-13 Herschel-PACS
1.700E+02  5.402E-23  2.436E-13 Herschel-PACS
2.500E+02  1.106E-23  7.334E-14 Herschel-SPIRE
3.600E+02  2.174E-24  2.076E-14 Herschel-SPIRE
5.200E+02  4.278E-25  5.901E-15 Herschel-SPIRE
2.400E+00  6.570E-24  4.183E-16 Akari IRC NIR N2
3.200E+00  2.949E-23  2.503E-15 Akari IRC NIR N3
4.100E+00  1.357E-23  1.476E-15 Akari IRC NIR N4
7.000E+00  2.797E-22  5.194E-14 Akari IRC MIR-S S7
9.000E+00  2.004E-22  4.784E-14 Akari IRC MIR-S S9W
1.100E+01  1.620E-22  4.728E-14 Akari IRC MIR-S S11
1.500E+01  1.510E-22  6.009E-14 Akari IRC MIR-L L15
1.800E+01  1.470E-22  7.017E-14 Akari IRC MIR-L L18W
2.400E+01  1.565E-22  9.962E-14 Akari IRC MIR-L L24
6.500E+01  7.154E-22  1.233E-12 Akari FIS N60
8.000E+01  4.419E-22  9.378E-13 Akari FIS WIDE-S
1.400E+02  9.434E-23  3.503E-13 Akari FIS WIDE-L
1.600E+02  6.272E-23  2.662E-13 Akari FIS N160
 
 
 
 


lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.381E-30  3.664E-19
9.908E+03  1.432E-30  3.764E-19
9.817E+03  1.485E-30  3.867E-19
9.727E+03  1.539E-30  3.972E-19
9.638E+03  1.596E-30  4.080E-19
9.550E+03  1.654E-30  4.191E-19
9.462E+03  1.715E-30  4.305E-19
9.376E+03  1.778E-30  4.422E-19
9.290E+03  1.844E-30  4.543E-19
