Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         1 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.500E+01 1.000E+05 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.321E+02 = <U> 
     mmp83 = radfield
 5.894E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  2.236E-25  7.532E-18 COBE-DIRBE
2.220E+00  2.668E-25  1.571E-17 COBE-DIRBE
3.530E+00  1.667E-24  1.561E-16 COBE-DIRBE
4.880E+00  9.313E-25  1.205E-16 COBE-DIRBE
1.229E+01  4.437E-23  1.447E-14 COBE-DIRBE
2.079E+01  1.494E-22  8.240E-14 COBE-DIRBE
5.599E+01  3.229E-22  4.796E-13 COBE-DIRBE
9.770E+01  1.237E-22  3.205E-13 COBE-DIRBE
1.479E+02  4.441E-23  1.742E-13 COBE-DIRBE
2.479E+02  7.815E-24  5.138E-14 COBE-DIRBE
1.200E+01  3.813E-23  1.214E-14 IRAS
2.500E+01  2.103E-22  1.395E-13 IRAS
6.000E+01  3.019E-22  4.805E-13 IRAS
1.000E+02  1.164E-22  3.087E-13 IRAS
3.550E+00  1.937E-24  1.824E-16 SST-IRAC
4.493E+00  6.015E-25  7.168E-17 SST-IRAC
5.731E+00  7.537E-24  1.146E-15 SST-IRAC
7.872E+00  3.335E-23  6.964E-15 SST-IRAC
2.368E+01  1.963E-22  1.233E-13 SST-MIPS
7.142E+01  2.045E-22  3.874E-13 SST-MIPS
1.559E+02  3.405E-23  1.408E-13 SST-MIPS
1.600E+01  6.976E-23  2.961E-14 SST-IRSPU
2.200E+01  1.850E-22  1.080E-13 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.030E-30  2.732E-19
9.908E+03  1.068E-30  2.806E-19
9.817E+03  1.107E-30  2.883E-19
9.727E+03  1.148E-30  2.962E-19
9.638E+03  1.190E-30  3.043E-19
9.550E+03  1.234E-30  3.126E-19
9.462E+03  1.279E-30  3.211E-19
9.376E+03  1.326E-30  3.299E-19
9.290E+03  1.375E-30  3.389E-19
9.204E+03  1.426E-30  3.481E-19
9.120E+03  1.478E-30  3.576E-19
9.036E+03  1.533E-30  3.674E-19
8.954E+03  1.589E-30  3.774E-19
8.872E+03  1.647E-30  3.877E-19
8.790E+03  1.708E-30  3.982E-19
8.710E+03  1.770E-30  4.090E-19
8.630E+03  1.835E-30  4.201E-19
8.551E+03  1.903E-30  4.316E-19
8.472E+03  1.973E-30  4.433E-19
8.395E+03  2.045E-30  4.554E-19
8.318E+03  2.120E-30  4.678E-19
8.241E+03  2.199E-30  4.806E-19
8.166E+03  2.280E-30  4.938E-19
8.091E+03  2.364E-30  5.073E-19
8.017E+03  2.451E-30  5.212E-19
7.943E+03  2.541E-30  5.355E-19
7.870E+03  2.635E-30  5.501E-19
7.798E+03  2.733E-30  5.653E-19
7.727E+03  2.834E-30  5.808E-19
7.656E+03  2.939E-30  5.968E-19
7.586E+03  3.047E-30  6.132E-19
7.516E+03  3.160E-30  6.301E-19
7.447E+03  3.277E-30  6.475E-19
7.379E+03  3.399E-30  6.653E-19
7.311E+03  3.525E-30  6.837E-19
7.244E+03  3.656E-30  7.026E-19
7.178E+03  3.792E-30  7.220E-19
7.112E+03  3.933E-30  7.420E-19
7.047E+03  4.080E-30  7.626E-19
6.982E+03  4.231E-30  7.837E-19
6.918E+03  4.389E-30  8.054E-19
6.855E+03  4.552E-30  8.277E-19
6.792E+03  4.722E-30  8.507E-19
6.730E+03  4.898E-30  8.743E-19
6.668E+03  5.080E-30  8.986E-19
6.607E+03  5.270E-30  9.235E-19
6.546E+03  5.466E-30  9.492E-19
6.486E+03  5.671E-30  9.757E-19
6.427E+03  5.883E-30  1.003E-18
6.368E+03  6.103E-30  1.031E-18
6.310E+03  6.331E-30  1.060E-18
6.252E+03  6.569E-30  1.089E-18
6.194E+03  6.815E-30  1.120E-18
6.138E+03  7.071E-30  1.151E-18
6.081E+03  7.336E-30  1.183E-18
6.026E+03  7.612E-30  1.217E-18
5.970E+03  7.898E-30  1.251E-18
5.916E+03  8.195E-30  1.286E-18
5.861E+03  8.503E-30  1.322E-18
5.808E+03  8.824E-30  1.359E-18
5.754E+03  9.156E-30  1.398E-18
5.702E+03  9.501E-30  1.437E-18
5.649E+03  9.860E-30  1.478E-18
5.598E+03  1.023E-29  1.519E-18
5.546E+03  1.062E-29  1.562E-18
5.495E+03  1.102E-29  1.606E-18
5.445E+03  1.144E-29  1.652E-18
5.395E+03  1.187E-29  1.699E-18
5.346E+03  1.232E-29  1.747E-18
5.297E+03  1.279E-29  1.796E-18
5.248E+03  1.327E-29  1.847E-18
5.200E+03  1.377E-29  1.900E-18
5.152E+03  1.430E-29  1.954E-18
5.105E+03  1.484E-29  2.010E-18
5.058E+03  1.541E-29  2.067E-18
5.012E+03  1.599E-29  2.126E-18
4.966E+03  1.660E-29  2.187E-18
4.920E+03  1.723E-29  2.249E-18
4.875E+03  1.789E-29  2.313E-18
4.831E+03  1.857E-29  2.379E-18
4.786E+03  1.928E-29  2.447E-18
4.742E+03  2.001E-29  2.517E-18
4.699E+03  2.078E-29  2.590E-18
4.656E+03  2.157E-29  2.664E-18
4.613E+03  2.239E-29  2.740E-18
4.571E+03  2.325E-29  2.819E-18
4.529E+03  2.414E-29  2.900E-18
4.487E+03  2.507E-29  2.984E-18
4.446E+03  2.603E-29  3.070E-18
4.406E+03  2.703E-29  3.158E-18
4.365E+03  2.806E-29  3.250E-18
4.325E+03  2.914E-29  3.343E-18
4.285E+03  3.026E-29  3.440E-18
4.246E+03  3.143E-29  3.540E-18
4.207E+03  3.264E-29  3.642E-18
4.169E+03  3.389E-29  3.748E-18
4.130E+03  3.520E-29  3.857E-18
4.093E+03  3.656E-29  3.969E-18
4.055E+03  3.797E-29  4.084E-18
4.018E+03  3.944E-29  4.203E-18
3.981E+03  4.096E-29  4.325E-18
3.945E+03  4.254E-29  4.451E-18
3.908E+03  4.418E-29  4.581E-18
3.873E+03  4.589E-29  4.714E-18
3.837E+03  4.767E-29  4.852E-18
3.802E+03  4.951E-29  4.993E-18
3.767E+03  5.143E-29  5.139E-18
3.733E+03  5.343E-29  5.290E-18
3.698E+03  5.550E-29  5.445E-18
3.664E+03  5.766E-29  5.604E-18
3.631E+03  5.990E-29  5.769E-18
3.597E+03  6.223E-29  5.938E-18
3.565E+03  6.465E-29  6.113E-18
3.532E+03  6.717E-29  6.293E-18
3.499E+03  6.979E-29  6.478E-18
3.467E+03  7.252E-29  6.670E-18
3.436E+03  7.535E-29  6.867E-18
3.404E+03  7.829E-29  7.069E-18
3.373E+03  8.135E-29  7.279E-18
3.342E+03  8.454E-29  7.494E-18
3.311E+03  8.785E-29  7.716E-18
3.281E+03  9.129E-29  7.945E-18
3.251E+03  9.488E-29  8.181E-18
3.221E+03  9.860E-29  8.425E-18
3.192E+03  1.025E-28  8.675E-18
3.162E+03  1.065E-28  8.934E-18
3.133E+03  1.107E-28  9.200E-18
3.105E+03  1.150E-28  9.474E-18
3.076E+03  1.196E-28  9.757E-18
3.048E+03  1.243E-28  1.005E-17
3.020E+03  1.292E-28  1.035E-17
